Query Sequence ID,Subject sequence ID
TCONS_00080110,sp|Q9H257|CARD9_HUMAN
TCONS_00080111,sp|Q9H257|CARD9_HUMAN
TCONS_00080113,sp|Q9H257|CARD9_HUMAN
TCONS_00080114,sp|Q9H257|CARD9_HUMAN
TCONS_00080115,sp|Q9H257|CARD9_HUMAN
TCONS_00080116,sp|Q9H257|CARD9_HUMAN
TCONS_00080122,sp|Q9P1Z9|CC180_HUMAN
TCONS_00080123,sp|P27986|P85A_HUMAN
TCONS_00080124,sp|P27986|P85A_HUMAN
TCONS_00080126,sp|P62714|PP2AB_HUMAN
TCONS_00080128,sp|P62714|PP2AB_HUMAN
TCONS_00080129,sp|P62714|PP2AB_HUMAN
TCONS_00080120,sp|P09132|SRP19_HUMAN
TCONS_00080121,sp|P09132|SRP19_HUMAN
TCONS_00080140,sp|Q9ULW2|FZD10_HUMAN
TCONS_00080141,sp|Q96J94|PIWL1_HUMAN
TCONS_00080144,sp|O15034|RIMB2_HUMAN
TCONS_00080145,sp|O15034|RIMB2_HUMAN
TCONS_00080146,sp|O15034|RIMB2_HUMAN
TCONS_00080147,sp|O15034|RIMB2_HUMAN
TCONS_00080148,sp|O15034|RIMB2_HUMAN
TCONS_00080149,sp|O15034|RIMB2_HUMAN
TCONS_00080150,sp|O15034|RIMB2_HUMAN
TCONS_00080152,sp|O15034|RIMB2_HUMAN
TCONS_00080158,sp|O15034|RIMB2_HUMAN
TCONS_00080167,sp|O15034|RIMB2_HUMAN
TCONS_00080170,sp|O15034|RIMB2_HUMAN
TCONS_00080172,sp|Q9H7P6|MB12B_HUMAN
TCONS_00080174,sp|Q9H7P6|MB12B_HUMAN
TCONS_00080176,sp|Q9H7P6|MB12B_HUMAN
TCONS_00080178,sp|Q9H7P6|MB12B_HUMAN
TCONS_00080180,sp|O43474|KLF4_HUMAN
TCONS_00080182,sp|O43474|KLF4_HUMAN
TCONS_00080183,sp|O43474|KLF4_HUMAN
TCONS_00080184,sp|O43474|KLF4_HUMAN
TCONS_00080185,sp|O43474|KLF4_HUMAN
TCONS_00080186,sp|P54727|RD23B_HUMAN
TCONS_00080188,sp|Q96JM2|ZN462_HUMAN
TCONS_00080189,sp|Q96JM2|ZN462_HUMAN
TCONS_00080190,sp|Q96JM2|ZN462_HUMAN
TCONS_00080191,sp|Q96JM2|ZN462_HUMAN
TCONS_00080196,sp|O15539|RGS5_HUMAN
TCONS_00080197,sp|O15539|RGS5_HUMAN
TCONS_00080203,sp|P49798|RGS4_HUMAN
TCONS_00080198,sp|Q9UGM5|FETUB_HUMAN
TCONS_00080199,sp|Q9UGM5|FETUB_HUMAN
TCONS_00080200,sp|Q9UGM5|FETUB_HUMAN
TCONS_00080201,sp|O75052|CAPON_HUMAN
TCONS_00080206,sp|Q9Y6K1|DNM3A_HUMAN
TCONS_00080207,sp|Q9Y6K1|DNM3A_HUMAN
TCONS_00080209,sp|Q9BPU6|DPYL5_HUMAN
TCONS_00080210,sp|Q9BPU6|DPYL5_HUMAN
TCONS_00080211,sp|Q9UPY8|MARE3_HUMAN
TCONS_00080212,sp|Q9UPY8|MARE3_HUMAN
TCONS_00080235,sp|Q9HC10|OTOF_HUMAN
TCONS_00080214,sp|Q14244|MAP7_HUMAN
TCONS_00080216,sp|Q14244|MAP7_HUMAN
TCONS_00080236,sp|Q5T2S8|ARMC4_HUMAN
TCONS_00080227,sp|Q8N157|AHI1_HUMAN
TCONS_00080229,sp|Q8N157|AHI1_HUMAN
TCONS_00080231,sp|Q8N157|AHI1_HUMAN
TCONS_00080238,sp|Q6NT16|S18B1_HUMAN
TCONS_00080240,sp|Q9NRJ4|TULP4_HUMAN
TCONS_00080232,sp|Q8NF91|SYNE1_HUMAN
TCONS_00080233,sp|Q8NF91|SYNE1_HUMAN
TCONS_00080246,sp|Q8TDI7|TMC2_HUMAN
TCONS_00080247,sp|Q8TDI7|TMC2_HUMAN
TCONS_00080258,sp|Q9UBX7|KLK11_HUMAN
TCONS_00080252,sp|Q8TDI7|TMC2_HUMAN
TCONS_00080253,sp|Q8TDI7|TMC2_HUMAN
TCONS_00080254,sp|P04798|CP1A1_HUMAN
TCONS_00080259,sp|Q9BVG8|KIFC3_HUMAN
TCONS_00080260,sp|Q9BVG8|KIFC3_HUMAN
TCONS_00080255,sp|P04083|ANXA1_HUMAN
TCONS_00080256,sp|Q96ES6|MFSD3_HUMAN
TCONS_00080257,sp|Q96ES6|MFSD3_HUMAN
TCONS_00080265,sp|Q8IY33|MILK2_HUMAN
TCONS_00080266,sp|A6NJT0|UNC4_HUMAN
TCONS_00080267,sp|Q8N201|INT1_HUMAN
TCONS_00080268,sp|Q8N201|INT1_HUMAN
TCONS_00080269,sp|Q8N201|INT1_HUMAN
TCONS_00080262,sp|O60675|MAFK_HUMAN
TCONS_00080270,sp|Q6ZMB5|T184A_HUMAN
TCONS_00080272,sp|Q9BT73|PSMG3_HUMAN
TCONS_00080274,sp|Q08334|I10R2_HUMAN
TCONS_00080275,sp|Q08334|I10R2_HUMAN
TCONS_00080276,sp|Q08334|I10R2_HUMAN
TCONS_00080277,sp|Q08334|I10R2_HUMAN
TCONS_00080278,sp|Q9UHF4|I20RA_HUMAN
TCONS_00080279,sp|Q9UHF4|I20RA_HUMAN
TCONS_00080284,sp|Q08334|I10R2_HUMAN
TCONS_00080285,sp|Q08334|I10R2_HUMAN
TCONS_00080288,sp|Q9NYP8|CU062_HUMAN
TCONS_00080290,sp|Q9NYP8|CU062_HUMAN
TCONS_00080296,sp|P63135|POK7_HUMAN
TCONS_00080297,sp|P63135|POK7_HUMAN
TCONS_00080293,sp|Q96LD4|TRI47_HUMAN
TCONS_00080315,sp|P04085|PDGFA_HUMAN
TCONS_00080316,sp|P04085|PDGFA_HUMAN
TCONS_00080302,sp|Q9BZZ2|SN_HUMAN
TCONS_00080303,sp|Q9BZZ2|SN_HUMAN
TCONS_00080304,sp|Q9BZZ2|SN_HUMAN
TCONS_00080305,sp|Q9BZZ2|SN_HUMAN
TCONS_00080319,sp|O60733|PLPL9_HUMAN
TCONS_00080320,sp|O60733|PLPL9_HUMAN
TCONS_00080321,sp|O60733|PLPL9_HUMAN
TCONS_00080322,sp|O60733|PLPL9_HUMAN
TCONS_00080308,sp|O95503|CBX6_HUMAN
TCONS_00080309,sp|O95503|CBX6_HUMAN
TCONS_00080311,sp|O95502|NPTXR_HUMAN
TCONS_00080312,sp|O96015|DNAL4_HUMAN
TCONS_00080325,sp|Q8N3Y7|RDHE2_HUMAN
TCONS_00080326,sp|Q92953|KCNB2_HUMAN
TCONS_00080327,sp|O60645|EXOC3_HUMAN
TCONS_00080328,sp|O60645|EXOC3_HUMAN
TCONS_00080329,sp|O60645|EXOC3_HUMAN
TCONS_00080331,sp|Q7Z392|TPC11_HUMAN
TCONS_00080335,sp|Q9Y2E4|DIP2C_HUMAN
TCONS_00080347,sp|Q9P2P1|NYNRI_HUMAN
TCONS_00080348,sp|Q9UQG0|POK11_HUMAN
TCONS_00080343,sp|Q8NF86|PRS33_HUMAN
TCONS_00080341,sp|P28068|DMB_HUMAN
TCONS_00080342,sp|P28068|DMB_HUMAN
TCONS_00080349,sp|Q8NF99|ZN397_HUMAN
TCONS_00080350,sp|A6NKG5|RTL1_HUMAN
TCONS_00080345,sp|O15438|MRP3_HUMAN
TCONS_00080352,sp|Q00975|CAC1B_HUMAN
TCONS_00080355,sp|Q9UKM7|MA1B1_HUMAN
TCONS_00080359,sp|Q9UHL4|DPP2_HUMAN
TCONS_00080360,sp|Q9UHL4|DPP2_HUMAN
TCONS_00080356,sp|P19878|NCF2_HUMAN
TCONS_00080358,sp|P19878|NCF2_HUMAN
TCONS_00080376,sp|O00370|LORF2_HUMAN
TCONS_00080363,sp|Q8WVB6|CTF18_HUMAN
TCONS_00080372,sp|P22087|FBRL_HUMAN
TCONS_00080365,sp|Q9NTJ5|SAC1_HUMAN
TCONS_00080367,sp|Q9NTJ5|SAC1_HUMAN
TCONS_00080368,sp|Q9NTJ5|SAC1_HUMAN
TCONS_00080369,sp|Q9NTJ5|SAC1_HUMAN
TCONS_00080370,sp|Q9NTJ5|SAC1_HUMAN
TCONS_00080371,sp|Q9NTJ5|SAC1_HUMAN
TCONS_00080378,sp|Q9WJR5|POK19_HUMAN
TCONS_00080375,sp|Q9NP91|S6A20_HUMAN
TCONS_00080387,sp|Q8WTV0|SCRB1_HUMAN
TCONS_00080388,sp|Q8WTV0|SCRB1_HUMAN
TCONS_00080380,sp|P43250|GRK6_HUMAN
TCONS_00080389,sp|Q9UBL3|ASH2L_HUMAN
TCONS_00080391,sp|Q9UBL3|ASH2L_HUMAN
TCONS_00080381,sp|Q04741|EMX1_HUMAN
TCONS_00080382,sp|Q8IUX7|AEBP1_HUMAN
TCONS_00080392,sp|Q9NY93|DDX56_HUMAN
TCONS_00080385,sp|Q9BV47|DUS26_HUMAN
TCONS_00080394,sp|P30405|PPIF_HUMAN
TCONS_00080395,sp|Q8NF64|ZMIZ2_HUMAN
TCONS_00080398,sp|Q9Y3D8|KAD6_HUMAN
TCONS_00080399,sp|Q9Y3D8|KAD6_HUMAN
TCONS_00080401,sp|O75943|RAD17_HUMAN
TCONS_00080403,sp|P68036|UB2L3_HUMAN
TCONS_00080405,sp|P07737|PROF1_HUMAN
TCONS_00080406,sp|P06733|ENOA_HUMAN
TCONS_00080407,sp|P13929|ENOB_HUMAN
TCONS_00080409,sp|P23582|ANFC_HUMAN
TCONS_00080410,sp|Q9Y6X1|SERP1_HUMAN
TCONS_00080412,sp|O94983|CMTA2_HUMAN
TCONS_00080413,sp|O94983|CMTA2_HUMAN
TCONS_00080414,sp|O94983|CMTA2_HUMAN
TCONS_00080415,sp|O94983|CMTA2_HUMAN
TCONS_00080416,sp|O94983|CMTA2_HUMAN
TCONS_00080432,sp|Q6P9G0|CB5D1_HUMAN
TCONS_00080433,sp|Q6P9G0|CB5D1_HUMAN
TCONS_00080418,sp|O60568|PLOD3_HUMAN
TCONS_00080419,sp|O60568|PLOD3_HUMAN
TCONS_00080422,sp|O43257|ZNHI1_HUMAN
TCONS_00080426,sp|Q9BXP5|SRRT_HUMAN
TCONS_00080427,sp|Q9BXP5|SRRT_HUMAN
TCONS_00080428,sp|Q9BXP5|SRRT_HUMAN
TCONS_00080429,sp|Q9BXP5|SRRT_HUMAN
TCONS_00080436,sp|Q9BXP5|SRRT_HUMAN
TCONS_00080437,sp|Q9UL59|ZN214_HUMAN
TCONS_00080438,sp|Q9UL59|ZN214_HUMAN
TCONS_00080440,sp|Q9NXP7|GIN1_HUMAN
TCONS_00080441,sp|A6NKG5|RTL1_HUMAN
TCONS_00080444,sp|Q92629|SGCD_HUMAN
TCONS_00080446,sp|Q5VV63|ATRN1_HUMAN
TCONS_00080447,sp|Q5VV63|ATRN1_HUMAN
TCONS_00080456,sp|Q9P2E7|PCD10_HUMAN
TCONS_00080457,sp|Q9P2E7|PCD10_HUMAN
TCONS_00080458,sp|Q9P2E7|PCD10_HUMAN
TCONS_00080459,sp|Q9P2E7|PCD10_HUMAN
TCONS_00080467,sp|Q9NQ66|PLCB1_HUMAN
TCONS_00080468,sp|Q9H115|SNAB_HUMAN
TCONS_00080469,sp|Q99459|CDC5L_HUMAN
TCONS_00080471,sp|Q99459|CDC5L_HUMAN
TCONS_00080473,sp|O75486|SUPT3_HUMAN
TCONS_00080474,sp|O75486|SUPT3_HUMAN
TCONS_00080472,sp|Q01196|RUNX1_HUMAN
TCONS_00080478,sp|Q9BY19|M4A8_HUMAN
TCONS_00080481,sp|Q9Y2Q5|LTOR2_HUMAN
TCONS_00080482,sp|Q9Y2Q5|LTOR2_HUMAN
TCONS_00080483,sp|P57735|RAB25_HUMAN
TCONS_00080484,sp|P62491|RB11A_HUMAN
TCONS_00080485,sp|P62491|RB11A_HUMAN
TCONS_00080486,sp|P62491|RB11A_HUMAN
TCONS_00080501,sp|A1L020|MEX3A_HUMAN
TCONS_00080490,sp|P02545|LMNA_HUMAN
TCONS_00080503,sp|Q96KG7|MEG10_HUMAN
TCONS_00080493,sp|Q5T3I0|GPTC4_HUMAN
TCONS_00080494,sp|Q5T3I0|GPTC4_HUMAN
TCONS_00080495,sp|Q5T3I0|GPTC4_HUMAN
TCONS_00080505,sp|D3W0D1|KLRF2_HUMAN
TCONS_00080506,sp|D3W0D1|KLRF2_HUMAN
TCONS_00080515,sp|Q2V2M9|FHOD3_HUMAN
TCONS_00080516,sp|Q2V2M9|FHOD3_HUMAN
TCONS_00080517,sp|Q2V2M9|FHOD3_HUMAN
TCONS_00080518,sp|Q2V2M9|FHOD3_HUMAN
TCONS_00080534,sp|Q96SJ8|TSN18_HUMAN
TCONS_00080523,sp|P27701|CD82_HUMAN
TCONS_00080526,sp|Q4FZB7|SV421_HUMAN
TCONS_00080527,sp|Q4FZB7|SV421_HUMAN
TCONS_00080528,sp|Q4FZB7|SV421_HUMAN
TCONS_00080513,sp|Q9NRF9|DPOE3_HUMAN
TCONS_00080531,sp|P30050|RL12_HUMAN
TCONS_00080532,sp|P30050|RL12_HUMAN
TCONS_00080537,sp|P08670|VIME_HUMAN
TCONS_00080542,sp|Q7RTR2|NLRC3_HUMAN
TCONS_00080543,sp|Q7RTR2|NLRC3_HUMAN
TCONS_00080545,sp|Q7RTR2|NLRC3_HUMAN
TCONS_00080548,sp|P59046|NAL12_HUMAN
TCONS_00080549,sp|P59046|NAL12_HUMAN
TCONS_00080552,sp|Q9Y2G0|EFR3B_HUMAN
TCONS_00080557,sp|Q9Y2G0|EFR3B_HUMAN
TCONS_00080558,sp|Q9Y2G0|EFR3B_HUMAN
TCONS_00080559,sp|Q14156|EFR3A_HUMAN
TCONS_00080560,sp|Q9Y2G0|EFR3B_HUMAN
TCONS_00080562,sp|Q9Y2G0|EFR3B_HUMAN
TCONS_00080563,sp|Q9Y2G0|EFR3B_HUMAN
TCONS_00080564,sp|Q9Y2G0|EFR3B_HUMAN
TCONS_00080565,sp|Q9Y2G0|EFR3B_HUMAN
TCONS_00080541,sp|O60229|KALRN_HUMAN
TCONS_00080568,sp|O60229|KALRN_HUMAN
TCONS_00080570,sp|Q86W56|PARG_HUMAN
TCONS_00080577,sp|P28329|CLAT_HUMAN
TCONS_00080578,sp|Q16572|VACHT_HUMAN
TCONS_00080579,sp|P47804|RGR_HUMAN
TCONS_00080572,sp|Q9P2V4|LRIT1_HUMAN
TCONS_00080573,sp|Q9P2V4|LRIT1_HUMAN
TCONS_00080574,sp|A6NDA9|LRIT2_HUMAN
TCONS_00080575,sp|A6NDA9|LRIT2_HUMAN
TCONS_00080580,sp|Q96JP9|CDHR1_HUMAN
TCONS_00080581,sp|Q96JP9|CDHR1_HUMAN
TCONS_00080576,sp|Q7LGC8|CHST3_HUMAN
TCONS_00080583,sp|P56179|DLX6_HUMAN
TCONS_00080584,sp|P56177|DLX1_HUMAN
TCONS_00080585,sp|P56177|DLX1_HUMAN
TCONS_00080589,sp|O60479|DLX3_HUMAN
TCONS_00080590,sp|P12821|ACE_HUMAN
TCONS_00080591,sp|P12821|ACE_HUMAN
TCONS_00080592,sp|P12821|ACE_HUMAN
TCONS_00080596,sp|Q9NXP7|GIN1_HUMAN
TCONS_00080587,sp|O95180|CAC1H_HUMAN
TCONS_00080588,sp|O95180|CAC1H_HUMAN
TCONS_00080609,sp|Q05655|KPCD_HUMAN
TCONS_00080606,sp|Q9Y265|RUVB1_HUMAN
TCONS_00080600,sp|P57772|SELB_HUMAN
TCONS_00080601,sp|P57772|SELB_HUMAN
TCONS_00080607,sp|P23769|GATA2_HUMAN
TCONS_00080608,sp|P23769|GATA2_HUMAN
TCONS_00080610,sp|Q96CW9|NTNG2_HUMAN
TCONS_00080611,sp|Q96CW9|NTNG2_HUMAN
TCONS_00080612,sp|Q96CW9|NTNG2_HUMAN
TCONS_00080615,sp|Q15382|RHEB_HUMAN
TCONS_00080617,sp|Q15382|RHEB_HUMAN
TCONS_00080618,sp|Q15382|RHEB_HUMAN
TCONS_00080619,sp|Q15382|RHEB_HUMAN
TCONS_00080624,sp|Q7Z2Y8|GVIN1_HUMAN
TCONS_00080626,sp|Q86YD5|LRAD3_HUMAN
TCONS_00080643,sp|P22760|AAAD_HUMAN
TCONS_00080630,sp|Q6WRI0|IGS10_HUMAN
TCONS_00080631,sp|Q6WRI0|IGS10_HUMAN
TCONS_00080632,sp|Q9H244|P2Y12_HUMAN
TCONS_00080634,sp|Q9BY21|GPR87_HUMAN
TCONS_00080636,sp|Q9BPV8|P2Y13_HUMAN
TCONS_00080637,sp|Q9H244|P2Y12_HUMAN
TCONS_00080638,sp|Q9H244|P2Y12_HUMAN
TCONS_00080639,sp|Q9H244|P2Y12_HUMAN
TCONS_00080641,sp|Q9H3U5|MFSD1_HUMAN
TCONS_00080663,sp|Q5TA50|CPTP_HUMAN
TCONS_00080649,sp|P07510|ACHG_HUMAN
TCONS_00080651,sp|O14939|PLD2_HUMAN
TCONS_00080653,sp|Q8N4C8|MINK1_HUMAN
TCONS_00080654,sp|Q8N4C8|MINK1_HUMAN
TCONS_00080657,sp|Q9UKE5|TNIK_HUMAN
TCONS_00080658,sp|Q9UKE5|TNIK_HUMAN
TCONS_00080659,sp|Q8N4C8|MINK1_HUMAN
TCONS_00080660,sp|Q8N4C8|MINK1_HUMAN
TCONS_00080664,sp|P62879|GBB2_HUMAN
TCONS_00080667,sp|Q9NQ25|SLAF7_HUMAN
TCONS_00080671,sp|Q9NQ25|SLAF7_HUMAN
TCONS_00080673,sp|Q9NQ25|SLAF7_HUMAN
TCONS_00080665,sp|P26678|PPLA_HUMAN
TCONS_00080674,sp|Q8NB25|F184A_HUMAN
TCONS_00080676,sp|Q8NB25|F184A_HUMAN
TCONS_00080682,sp|O00222|GRM8_HUMAN
TCONS_00080684,sp|P21964|COMT_HUMAN
TCONS_00080685,sp|Q9UPE1|SRPK3_HUMAN
TCONS_00080687,sp|Q96HB5|CC120_HUMAN
TCONS_00080688,sp|Q96HB5|CC120_HUMAN
TCONS_00080690,sp|Q9UIS9|MBD1_HUMAN
TCONS_00080691,sp|Q9UIS9|MBD1_HUMAN
TCONS_00080694,sp|Q9UIS9|MBD1_HUMAN
TCONS_00080699,sp|Q9P0U4|CXXC1_HUMAN
TCONS_00080700,sp|Q9P0U4|CXXC1_HUMAN
TCONS_00080702,sp|P19532|TFE3_HUMAN
TCONS_00080703,sp|P19532|TFE3_HUMAN
TCONS_00080704,sp|P19532|TFE3_HUMAN
TCONS_00080706,sp|P19532|TFE3_HUMAN
TCONS_00080707,sp|Q9NVN8|GNL3L_HUMAN
TCONS_00080681,sp|P04000|OPSR_HUMAN
TCONS_00080717,sp|Q6NX49|ZN544_HUMAN
TCONS_00080711,sp|Q9UJL9|ZF69B_HUMAN
TCONS_00080712,sp|P48552|NRIP1_HUMAN
TCONS_00080719,sp|O75751|S22A3_HUMAN
TCONS_00080720,sp|P55196|AFAD_HUMAN
TCONS_00080723,sp|Q9BVJ7|DUS23_HUMAN
TCONS_00080727,sp|Q96NE9|FRMD6_HUMAN
TCONS_00080730,sp|Q3SY56|SP6_HUMAN
TCONS_00080732,sp|Q9NXE8|CWC25_HUMAN
TCONS_00080733,sp|Q9NXE8|CWC25_HUMAN
TCONS_00080734,sp|Q9NXE8|CWC25_HUMAN
TCONS_00080735,sp|P49720|PSB3_HUMAN
TCONS_00080739,sp|P78356|PI42B_HUMAN
TCONS_00080740,sp|P78356|PI42B_HUMAN
TCONS_00080737,sp|P35227|PCGF2_HUMAN
TCONS_00080738,sp|P35227|PCGF2_HUMAN
TCONS_00080741,sp|P0C7P0|CISD3_HUMAN
TCONS_00080742,sp|P0C7P0|CISD3_HUMAN
TCONS_00080744,sp|P55198|AF17_HUMAN
TCONS_00080745,sp|Q9UKT9|IKZF3_HUMAN
TCONS_00080755,sp|Q5H8A4|PIGG_HUMAN
TCONS_00080768,sp|P62879|GBB2_HUMAN
TCONS_00080759,sp|Q9BXP2|S12A9_HUMAN
TCONS_00080760,sp|Q9BXP2|S12A9_HUMAN
TCONS_00080769,sp|P37058|DHB3_HUMAN
TCONS_00080761,sp|P51841|GUC2F_HUMAN
TCONS_00080763,sp|P35568|IRS1_HUMAN
TCONS_00080764,sp|Q9Y619|ORNT1_HUMAN
TCONS_00080765,sp|Q9Y619|ORNT1_HUMAN
TCONS_00080773,sp|P30408|T4S1_HUMAN
TCONS_00080775,sp|P30408|T4S1_HUMAN
TCONS_00080776,sp|P30408|T4S1_HUMAN
TCONS_00080766,sp|O75352|MPU1_HUMAN
TCONS_00080767,sp|O75352|MPU1_HUMAN
TCONS_00080778,sp|Q7Z4W1|DCXR_HUMAN
TCONS_00080783,sp|P60763|RAC3_HUMAN
TCONS_00080779,sp|Q9HB14|KCNKD_HUMAN
TCONS_00080780,sp|P62191|PRS4_HUMAN
TCONS_00080781,sp|P62158|CALM_HUMAN
TCONS_00080789,sp|Q5PSV4|BRM1L_HUMAN
TCONS_00080802,sp|P62888|RL30_HUMAN
TCONS_00080803,sp|Q13188|STK3_HUMAN
TCONS_00080804,sp|Q13188|STK3_HUMAN
TCONS_00080805,sp|P52758|UK114_HUMAN
TCONS_00080808,sp|Q13188|STK3_HUMAN
TCONS_00080794,sp|P53803|RPAB4_HUMAN
TCONS_00080796,sp|Q07617|SPAG1_HUMAN
TCONS_00080811,sp|Q9NV58|RN19A_HUMAN
TCONS_00080812,sp|Q9NV58|RN19A_HUMAN
TCONS_00080813,sp|Q9NV58|RN19A_HUMAN
TCONS_00080814,sp|Q9NV58|RN19A_HUMAN
TCONS_00080797,sp|P17706|PTN2_HUMAN
TCONS_00080798,sp|P17706|PTN2_HUMAN
TCONS_00080799,sp|P17706|PTN2_HUMAN
TCONS_00080816,sp|Q969U7|PSMG2_HUMAN
TCONS_00080819,sp|Q8TAQ9|SUN3_HUMAN
TCONS_00080820,sp|Q9GZS1|RPA49_HUMAN
TCONS_00080838,sp|Q9UK96|FBX10_HUMAN
TCONS_00080840,sp|P02775|CXCL7_HUMAN
TCONS_00080841,sp|P02775|CXCL7_HUMAN
TCONS_00080822,sp|P02775|CXCL7_HUMAN
TCONS_00080824,sp|Q13557|KCC2D_HUMAN
TCONS_00080825,sp|Q13557|KCC2D_HUMAN
TCONS_00080826,sp|Q13557|KCC2D_HUMAN
TCONS_00080827,sp|Q13557|KCC2D_HUMAN
TCONS_00080828,sp|Q13557|KCC2D_HUMAN
TCONS_00080830,sp|Q13557|KCC2D_HUMAN
TCONS_00080833,sp|Q13557|KCC2D_HUMAN
TCONS_00080835,sp|Q13557|KCC2D_HUMAN
TCONS_00080842,sp|Q01484|ANK2_HUMAN
TCONS_00080843,sp|Q01484|ANK2_HUMAN
TCONS_00080844,sp|Q01484|ANK2_HUMAN
TCONS_00080845,sp|Q01484|ANK2_HUMAN
TCONS_00080846,sp|Q01484|ANK2_HUMAN
TCONS_00080847,sp|Q13586|STIM1_HUMAN
TCONS_00080848,sp|Q13586|STIM1_HUMAN
TCONS_00080851,sp|Q68CR1|SE1L3_HUMAN
TCONS_00080852,sp|Q68CR1|SE1L3_HUMAN
TCONS_00080854,sp|Q9NY37|ASIC5_HUMAN
TCONS_00080863,sp|Q8TE60|ATS18_HUMAN
TCONS_00080866,sp|P10915|HPLN1_HUMAN
TCONS_00080869,sp|P13611|CSPG2_HUMAN
TCONS_00080870,sp|Q13426|XRCC4_HUMAN
TCONS_00080874,sp|Q9Y566|SHAN1_HUMAN
TCONS_00080875,sp|Q9Y566|SHAN1_HUMAN
TCONS_00080876,sp|Q9UKS6|PACN3_HUMAN
TCONS_00080887,sp|Q96K58|ZN668_HUMAN
TCONS_00080888,sp|Q96K58|ZN668_HUMAN
TCONS_00080889,sp|Q9BUB5|MKNK1_HUMAN
TCONS_00080890,sp|Q9BUB5|MKNK1_HUMAN
TCONS_00080891,sp|Q9BUB5|MKNK1_HUMAN
TCONS_00080892,sp|Q9BUB5|MKNK1_HUMAN
TCONS_00080894,sp|Q8NFW5|DMBX1_HUMAN
TCONS_00080899,sp|O00519|FAAH1_HUMAN
TCONS_00080900,sp|P07919|QCR6_HUMAN
TCONS_00080896,sp|P51589|CP2J2_HUMAN
TCONS_00080897,sp|Q86T82|UBP37_HUMAN
TCONS_00080902,sp|P19022|CADH2_HUMAN
TCONS_00080903,sp|P19022|CADH2_HUMAN
TCONS_00080904,sp|Q9BXS5|AP1M1_HUMAN
TCONS_00080911,sp|Q96AQ2|TM125_HUMAN
TCONS_00080913,sp|Q96AQ2|TM125_HUMAN
TCONS_00080906,sp|Q99848|EBP2_HUMAN
TCONS_00080914,sp|Q6ZVS7|F183B_HUMAN
TCONS_00080915,sp|Q9Y5R5|DMRT2_HUMAN
TCONS_00080919,sp|P0DH78|RN224_HUMAN
TCONS_00080924,sp|Q9UG56|PISD_HUMAN
TCONS_00080925,sp|Q9UG56|PISD_HUMAN
TCONS_00080926,sp|Q9UG56|PISD_HUMAN
TCONS_00080927,sp|Q9UG56|PISD_HUMAN
TCONS_00080928,sp|Q5THK1|PR14L_HUMAN
TCONS_00080929,sp|Q5THK1|PR14L_HUMAN
TCONS_00080931,sp|Q5THK1|PR14L_HUMAN
TCONS_00080920,sp|Q9Y4X1|UD2A1_HUMAN
TCONS_00080921,sp|Q9Y4X1|UD2A1_HUMAN
TCONS_00080940,sp|P17655|CAN2_HUMAN
TCONS_00080941,sp|P17655|CAN2_HUMAN
TCONS_00080942,sp|P17655|CAN2_HUMAN
TCONS_00080943,sp|P17655|CAN2_HUMAN
TCONS_00080944,sp|P17655|CAN2_HUMAN
TCONS_00080945,sp|P17655|CAN2_HUMAN
TCONS_00080933,sp|A6NHC0|CAN8_HUMAN
TCONS_00080935,sp|P20807|CAN3_HUMAN
TCONS_00080936,sp|P20807|CAN3_HUMAN
TCONS_00080948,sp|Q9UMQ6|CAN11_HUMAN
TCONS_00080949,sp|Q9UMQ6|CAN11_HUMAN
TCONS_00080950,sp|O14815|CAN9_HUMAN
TCONS_00080951,sp|O14815|CAN9_HUMAN
TCONS_00080937,sp|Q6H8Q1|ABLM2_HUMAN
TCONS_00080939,sp|Q6H8Q1|ABLM2_HUMAN
TCONS_00080954,sp|Q92786|PROX1_HUMAN
TCONS_00080957,sp|P34998|CRFR1_HUMAN
TCONS_00080961,sp|Q7Z3B3|KANL1_HUMAN
TCONS_00080964,sp|Q7Z3B3|KANL1_HUMAN
TCONS_00080977,sp|P10636|TAU_HUMAN
TCONS_00080978,sp|P10636|TAU_HUMAN
TCONS_00080984,sp|P10636|TAU_HUMAN
TCONS_00080985,sp|P10636|TAU_HUMAN
TCONS_00080986,sp|P10636|TAU_HUMAN
TCONS_00080987,sp|P10636|TAU_HUMAN
TCONS_00080990,sp|P10636|TAU_HUMAN
TCONS_00080997,sp|P10636|TAU_HUMAN
TCONS_00080998,sp|P10636|TAU_HUMAN
TCONS_00081016,sp|P10636|TAU_HUMAN
TCONS_00081024,sp|P10636|TAU_HUMAN
TCONS_00081029,sp|P10636|TAU_HUMAN
TCONS_00081038,sp|Q96AG4|LRC59_HUMAN
TCONS_00081039,sp|O00370|LORF2_HUMAN
TCONS_00081040,sp|P08779|K1C16_HUMAN
TCONS_00081041,sp|P08779|K1C16_HUMAN
TCONS_00081042,sp|Q6XPR3|RPTN_HUMAN
TCONS_00081044,sp|Q9UJW8|ZN180_HUMAN
TCONS_00081046,sp|Q9UK10|ZN225_HUMAN
TCONS_00081043,sp|P61266|STX1B_HUMAN
TCONS_00081068,sp|Q12874|SF3A3_HUMAN
TCONS_00081069,sp|Q12874|SF3A3_HUMAN
TCONS_00081070,sp|Q12874|SF3A3_HUMAN
TCONS_00081050,sp|Q96LR5|UB2E2_HUMAN
TCONS_00081051,sp|P51965|UB2E1_HUMAN
